Angel,Enhanced Memory
Angel,Psionic Powers
Angel,Enhanced Hearing
Angel,Gliding
Angel,Vision - Telescopic
Angel,Toxin and Disease Resistance
Angel Dust,Agility
Angel Dust,Super Strength
Angel Dust,Stamina
Angel Dust,Super Speed
Angel Salvadore,Flight
Angel Salvadore,Animal Attributes
Angel Salvadore,Animal Oriented Powers
Angel Salvadore,Regeneration
Angel Salvadore,Toxin and Disease Control
Angela,Longevity
Animal Man,Animal Attributes
Animal Man,Telepathy
Animal Man,Energy Blasts
Animal Man,Animal Oriented Powers
Animal Man,Empathy
Annihilus,Agility
Annihilus,Durability
Annihilus,Flight
Annihilus,Super Strength
Annihilus,Stamina
Annihilus,Super Speed
Annihilus,Reflexes
Ant-Man,Intelligence
Ant-Man,Size Changing
Ant-Man II,Agility
Ant-Man II,Stealth
Ant-Man II,Intelligence
Ant-Man II,Super Strength
Ant-Man II,Telepathy
Ant-Man II,Size Changing
Ant-Man II,Stamina
Ant-Man II,Animal Oriented Powers
Ant-Man II,Animal Control
Anti-Monitor,Accelerated Healing
Anti-Monitor,Dimensional Awareness
Anti-Monitor,Durability
Anti-Monitor,Energy Absorption
Anti-Monitor,Flight
Anti-Monitor,Power Augmentation
Anti-Monitor,Intelligence
Anti-Monitor,Super Strength
Anti-Monitor,Telepathy
Anti-Monitor,Energy Blasts
Anti-Monitor,Size Changing
Anti-Monitor,Darkforce Manipulation
Anti-Monitor,Teleportation
Anti-Monitor,Energy Beams
Anti-Monitor,Immortality
Anti-Monitor,Invulnerability
Anti-Monitor,Energy Constructs
Anti-Monitor,Molecular Manipulation
Anti-Monitor,Power Suit
Anti-Monitor,Time Travel
Anti-Monitor,Time Manipulation
Anti-Monitor,Matter Absorption
Anti-Monitor,Reality Warping
Anti-Spawn,Durability
Anti-Spawn,Super Strength
Anti-Spawn,Energy Blasts
Anti-Spawn,Stamina
Anti-Spawn,Teleportation
Anti-Spawn,Energy Manipulation
Anti-Venom,Accelerated Healing
Anti-Venom,Durability
Anti-Venom,Danger Sense
Anti-Venom,Super Strength
Anti-Venom,Stamina
Anti-Venom,Enhanced Senses
Anti-Venom,Shapeshifting
Anti-Venom,Camouflage
Anti-Venom,Reflexes
Anti-Venom,Elasticity
Anti-Venom,Toxin and Disease Resistance
Anti-Venom,Wallcrawling
Anti-Venom,Web Creation
Anti-Venom,Symbiote Costume
Apocalypse,Agility
Apocalypse,Accelerated Healing
Apocalypse,Energy Absorption
Apocalypse,Flight
Apocalypse,Power Augmentation
Apocalypse,Longevity
Apocalypse,Super Strength
Apocalypse,Telepathy
Apocalypse,Energy Blasts
Apocalypse,Size Changing
Apocalypse,Stamina
Apocalypse,Super Speed
Apocalypse,Teleportation
Apocalypse,Telekinesis
Apocalypse,Shapeshifting
Apocalypse,Immortality
Apocalypse,Reflexes
Apocalypse,Invulnerability
Apocalypse,Force Fields
Apocalypse,Natural Armor
Apocalypse,Molecular Manipulation
Apocalypse,Levitation
Apocalypse,Biokinesis
Aquababy,Underwater breathing
Aquababy,Super Strength
Aquababy,Water Control
Aqualad,Durability
Aqualad,Underwater breathing
Aqualad,Super Strength
Aqualad,Cryokinesis
Aqualad,Telepathy
Aqualad,Stamina
Aqualad,Super Speed
Aqualad,Energy Beams
Aqualad,Magic
Aqualad,Enhanced Hearing
Aqualad,Heat Generation
Aqualad,Water Control
Aqualad,Vision - Night
Aquaman,Agility
Aquaman,Accelerated Healing
Aquaman,Cold Resistance
Aquaman,Durability
Aquaman,Stealth
Aquaman,Underwater breathing
Aquaman,Longevity
Aquaman,Intelligence
Aquaman,Super Strength
Aquaman,Telepathy
Aquaman,Stamina
Aquaman,Super Speed
Aquaman,Enhanced Senses
Aquaman,Reflexes
Aquaman,Invulnerability
Aquaman,Enhanced Hearing
Aquaman,Animal Control
Aquaman,Enhanced Sight
Aquaman,Heat Resistance
Aquaman,Enhanced Smell
Aquaman,Water Control
Aquaman,Sonar
Aquaman,Sub-Mariner
Aquaman,Vision - Night
Arachne,Agility
Arachne,Accelerated Healing
Arachne,Durability
Arachne,Super Strength
Arachne,Stamina
Arachne,Super Speed
Arachne,Reflexes
Arachne,Psionic Powers
Arachne,Toxin and Disease Resistance
Arachne,Enhanced Touch
Arachne,Wallcrawling
Arachne,Web Creation
Archangel,Agility
Archangel,Accelerated Healing
Archangel,Durability
Archangel,Flight
Archangel,Super Strength
Archangel,Stamina
Archangel,Gliding
Archangel,Vision - Telescopic
Arclight,Durability
Arclight,Super Strength
Arclight,Stamina
Arclight,Seismic Power
Ardina,Agility
Ardina,Accelerated Healing
Ardina,Cold Resistance
Ardina,Durability
Ardina,Flight
Ardina,Super Strength
Ardina,Energy Blasts
Ardina,Super Speed
Ardina,Enhanced Senses
Ardina,Reflexes
Ardina,Invulnerability
Ardina,Self-Sustenance
Ardina,Empathy
Ardina,Molecular Manipulation
Ardina,Energy Manipulation
Ardina,Heat Resistance
Ardina,Power Cosmic
Ares,Agility
Ares,Accelerated Healing
Ares,Durability
Ares,Super Strength
Ares,Stamina
Ares,Super Speed
Ares,Immortality
Ares,Reflexes
Ariel,Telepathy
Ariel,Teleportation
Armor,Super Strength
Armor,Energy Armor
Armor,Psionic Powers
Astro Boy,Flight
Astro Boy,Super Strength
Astro Boy,Energy Blasts
Astro Boy,Super Speed
Astro Boy,Weapon-based Powers
Astro Boy,Enhanced Hearing
Astro Boy,Vision - Telescopic
Astro Boy,Omnilingualism
Atlas,Durability
Atlas,Stealth
Atlas,Intelligence
Atlas,Super Strength
Atlas,Size Changing
Atlas,Stamina
Atlas,Super Speed
Atlas,Immortality
Atlas,Reflexes
Atlas,Invulnerability
Atlas,Self-Sustenance
Atom,Longevity
Atom,Super Strength
Atom,Duplication
Atom,Stamina
Atom,Super Speed
Atom,Radiation Immunity
Atom Girl,Size Changing
Atom II,Flight
Atom II,Super Strength
Atom II,Size Changing
Atom II,Density Control
Atom II,Gliding
Atom III,Size Changing
Atom IV,Intelligence
Aurora,Accelerated Healing
Aurora,Durability
Aurora,Flight
Aurora,Energy Blasts
Aurora,Super Speed
Aurora,Reflexes
Aurora,Molecular Manipulation
Aurora,Light Control
Aurora,Illumination
Aurora,Molecular Combustion
Azazel,Accelerated Healing
Azazel,Longevity
Azazel,Teleportation
Azazel,Dimensional Travel
Azazel,Shapeshifting
Azazel,Regeneration
Azrael,Weapons Master
Azrael,Super Strength
Azrael,Stamina
Azrael,Super Speed
Azrael,Weapon-based Powers
Aztar,Flight
Aztar,Super Strength
Aztar,Telepathy
Aztar,Stamina
Aztar,Astral Travel
Aztar,Super Speed
Aztar,Teleportation
Aztar,Magic
Aztar,Invulnerability
Aztar,Precognition
Aztar,Intangibility
Aztar,Illusions
Aztar,Invisibility
Bane,Durability
Bane,Super Strength
Bane,Stamina
Bane,Super Speed
Bane,Enhanced Memory
Bane,Reflexes
Banshee,Flight
Banshee,Audio Control
Banshee,Force Fields
Banshee,Enhanced Hearing
Banshee,Sonar
Banshee,Sonic Scream
Bantam,Durability
Bantam,Super Strength
Bantam,Stamina
Batgirl,Stealth
Batgirl,Marksmanship
Batgirl,Weapons Master
Batgirl,Intelligence
Batgirl,Stamina
Batgirl,Weapon-based Powers
Batgirl,Reflexes
Batgirl IV,Agility
Batgirl IV,Stealth
Batgirl IV,Weapons Master
Batgirl IV,Peak Human Condition
Batgirl IV,Toxin and Disease Resistance
Batgirl VI,Agility
Batgirl VI,Marksmanship
Batgirl VI,Stamina
Batgirl VI,Weapon-based Powers
Batman,Agility
Batman,Durability
Batman,Stealth
Batman,Underwater breathing
Batman,Marksmanship
Batman,Weapons Master
Batman,Intelligence
Batman,Super Strength
Batman,Stamina
Batman,Super Speed
Batman,Weapon-based Powers
Batman,Peak Human Condition
Batman,Reflexes
Batman,Gliding
Batman,Power Suit
Batman,Vision - Night
Batman,Vision - Infrared
Batman II,Agility
Batman II,Stealth
Batman II,Marksmanship
Batman II,Weapons Master
Batman II,Intelligence
Batman II,Stamina
Batman II,Weapon-based Powers
Batman II,Peak Human Condition
Battlestar,Agility
Battlestar,Durability
Battlestar,Super Strength
Battlestar,Stamina
Battlestar,Super Speed
Battlestar,Reflexes
Batwoman V,Stealth
Batwoman V,Marksmanship
Batwoman V,Weapons Master
Batwoman V,Intelligence
Batwoman V,Stamina
Batwoman V,Dexterity
Beak,Flight
Beak,Gliding
Beak,Vision - Telescopic
Beast,Agility
Beast,Accelerated Healing
Beast,Animal Attributes
Beast,Intelligence
Beast,Super Strength
Beast,Stamina
Beast,Dexterity
Beast,Super Speed
Beast,Enhanced Senses
Beast,Jump
Beast,Reflexes
Beast,Natural Weapons
Beast,Wallcrawling
Beast,Vision - Night
Beast Boy,Agility
Beast Boy,Durability
Beast Boy,Flight
Beast Boy,Animal Attributes
Beast Boy,Super Strength
Beast Boy,Size Changing
Beast Boy,Super Speed
Beast Boy,Animal Oriented Powers
Beast Boy,Shapeshifting
Beast Boy,Empathy
Beast Boy,Natural Armor
Beast Boy,Natural Weapons
Beast Boy,Sub-Mariner
Beast Boy,Wallcrawling
Ben 10,Omnitrix
Ben 10,Shapeshifting
Beta Ray Bill,Accelerated Healing
Beta Ray Bill,Super Strength
Beta Ray Bill,Stamina
Beta Ray Bill,Super Speed
Beta Ray Bill,Immortality
Beta Ray Bill,Invulnerability
Beta Ray Bill,Toxin and Disease Resistance
Beyonder,Accelerated Healing
Beyonder,Dimensional Awareness
Beyonder,Energy Absorption
Beyonder,Flight
Beyonder,Super Strength
Beyonder,Telepathy
Beyonder,Energy Blasts
Beyonder,Size Changing
Beyonder,Super Speed
Beyonder,Teleportation
Beyonder,Telekinesis
Beyonder,Shapeshifting
Beyonder,Immortality
Beyonder,Invulnerability
Beyonder,Force Fields
Beyonder,Psionic Powers
Beyonder,Energy Manipulation
Beyonder,Omnipotent
Beyonder,Reality Warping
Big Barda,Agility
Big Barda,Durability
Big Barda,Flight
Big Barda,Longevity
Big Barda,Super Strength
Big Barda,Stamina
Big Barda,Immortality
Big Barda,Reflexes
Big Barda,Invulnerability
Big Barda,Toxin and Disease Resistance
Big Daddy,Stamina
Big Man,Marksmanship
Bill Harken,Super Strength
Bill Harken,Super Speed
Bill Harken,Toxin and Disease Resistance
Billy Kincaid,Possession
Binary,Durability
Binary,Energy Absorption
Binary,Flight
Binary,Super Strength
Binary,Energy Blasts
Binary,Super Speed
Bionic Woman,Agility
Bionic Woman,Durability
Bionic Woman,Super Strength
Bionic Woman,Stamina
Bionic Woman,Super Speed
Bionic Woman,Jump
Bionic Woman,Enhanced Hearing
Bird-Brain,Flight
Bird-Brain,Animal Attributes
Bird-Brain,Natural Weapons
Bird-Man,Flight
Bird-Man,Super Strength
Bird-Man,Animal Oriented Powers
Bird-Man,Natural Weapons
Bird-Man II,Flight
Bird-Man II,Power Suit
Birdman,Agility
Birdman,Energy Absorption
Birdman,Flight
Birdman,Longevity
Birdman,Intelligence
Birdman,Super Strength
Birdman,Energy Blasts
Birdman,Stamina
Birdman,Immortality
Birdman,Force Fields
Bishop,Accelerated Healing
Bishop,Energy Absorption
Bishop,Super Strength
Bishop,Energy Blasts
Bishop,Stamina
Bishop,Invulnerability
Bishop,Time Travel
Bishop,Energy Resistance
Bizarro,Agility
Bizarro,Accelerated Healing
Bizarro,Durability
Bizarro,Energy Absorption
Bizarro,Flight
Bizarro,Marksmanship
Bizarro,Longevity
Bizarro,Super Strength
Bizarro,Cryokinesis
Bizarro,Stamina
Bizarro,Super Speed
Bizarro,Enhanced Senses
Bizarro,Jump
Bizarro,Invulnerability
Bizarro,Self-Sustenance
Bizarro,Enhanced Hearing
Bizarro,Hypnokinesis
Bizarro,Enhanced Sight
Bizarro,Vision - Telescopic
Bizarro,Vision - Microscopic
Bizarro,Super Breath
Bizarro,Vision - X-Ray
Bizarro,Vision - Cryo
Black Abbott,Telepathy
Black Abbott,Energy Blasts
Black Abbott,Telekinesis
Black Abbott,Mind Control
Black Abbott,Mind Blast
Black Adam,Accelerated Healing
Black Adam,Flight
Black Adam,Longevity
Black Adam,Intelligence
Black Adam,Super Strength
Black Adam,Energy Blasts
Black Adam,Stamina
Black Adam,Super Speed
Black Adam,Telekinesis
Black Adam,Magic
Black Adam,Clairvoyance
Black Adam,Invulnerability
Black Adam,Self-Sustenance
Black Adam,Enhanced Hearing
Black Bolt,Agility
Black Bolt,Durability
Black Bolt,Energy Absorption
Black Bolt,Flight
Black Bolt,Longevity
Black Bolt,Super Strength
Black Bolt,Telepathy
Black Bolt,Energy Blasts
Black Bolt,Stamina
Black Bolt,Super Speed
Black Bolt,Reflexes
Black Bolt,Molecular Manipulation
Black Bolt,Sonic Scream
Black Canary,Agility
Black Canary,Stealth
Black Canary,Marksmanship
Black Canary,Weapons Master
Black Canary,Intelligence
Black Canary,Stamina
Black Canary,Audio Control
Black Canary,Reflexes
Black Canary,Sonic Scream
Black Cat,Agility
Black Cat,Super Strength
Black Cat,Stamina
Black Cat,Super Speed
Black Cat,Reflexes
Black Cat,Probability Manipulation
Black Cat,Vision - Infrared
Black Flash,Agility
Black Flash,Stealth
Black Flash,Flight
Black Flash,Super Strength
Black Flash,Stamina
Black Flash,Super Speed
Black Flash,Death Touch
Black Flash,Enhanced Senses
Black Flash,Dimensional Travel
Black Flash,Immortality
Black Flash,Intangibility
Black Flash,Natural Weapons
Black Flash,Time Manipulation
Black Knight III,Weapon-based Powers
Black Lightning,Energy Absorption
Black Lightning,Flight
Black Lightning,Energy Blasts
Black Lightning,Electrokinesis
Black Lightning,Peak Human Condition
Black Lightning,Force Fields
Black Lightning,Energy Manipulation
Black Mamba,Darkforce Manipulation
Black Mamba,Hypnokinesis
Black Mamba,Illusions
Black Manta,Agility
Black Manta,Cold Resistance
Black Manta,Durability
Black Manta,Stealth
Black Manta,Underwater breathing
Black Manta,Marksmanship
Black Manta,Weapons Master
Black Manta,Super Strength
Black Manta,Energy Blasts
Black Manta,Stamina
Black Manta,Super Speed
Black Manta,Jump
Black Manta,Peak Human Condition
Black Manta,Camouflage
Black Manta,Power Suit
Black Manta,Vision - Telescopic
Black Manta,Sub-Mariner
Black Manta,Vision - Infrared
Black Panther,Agility
Black Panther,Stealth
Black Panther,Marksmanship
Black Panther,Weapons Master
Black Panther,Stamina
Black Panther,Enhanced Senses
Black Panther,Peak Human Condition
Black Panther,Enhanced Memory
Black Panther,Reflexes
Black Panther,Enhanced Hearing
Black Panther,Enhanced Smell
Black Panther,Vision - Telescopic
Black Panther,Vision - Night
Black Widow,Agility
Black Widow,Stealth
Black Widow,Marksmanship
Black Widow,Weapons Master
Black Widow,Longevity
Black Widow,Intelligence
Black Widow,Stamina
Black Widow,Peak Human Condition
Black Widow,Reflexes
Blackout,Agility
Blackout,Accelerated Healing
Blackout,Durability
Blackout,Super Strength
Blackout,Stamina
Blackout,Super Speed
Blackout,Camouflage
Blackout,Reflexes
Blackout,Vision - Telescopic
Blackout,Vision - Night
Blackwing,Flight
Blackwing,Telepathy
Blackwulf,Durability
Blackwulf,Super Strength
Blackwulf,Energy Blasts
Blackwulf,Death Touch
Blade,Agility
Blade,Accelerated Healing
Blade,Weapons Master
Blade,Super Strength
Blade,Stamina
Blade,Super Speed
Blade,Enhanced Senses
Blade,Enhanced Hearing
Blade,Enhanced Smell
Blade,Vision - Telescopic
Blade,Vision - Night
Bling!,Durability
Bling!,Natural Armor
Bling!,Natural Weapons
Blink,Teleportation
Blizzard,Cryokinesis
Blizzard,Weapon-based Powers
Blizzard II,Cryokinesis
Blob,Durability
Blob,Super Strength
Blob,Gravity Control
Bloodaxe,Agility
Bloodaxe,Durability
Bloodaxe,Super Strength
Bloodaxe,Cryokinesis
Bloodaxe,Energy Blasts
Bloodaxe,Stamina
Bloodaxe,Super Speed
Bloodaxe,Weapon-based Powers
Bloodaxe,Teleportation
Bloodaxe,Fire Control
Bloodaxe,Reflexes
Bloodaxe,Invulnerability
Bloodaxe,Magnetism
Bloodhawk,Flight
Bloodhawk,Enhanced Senses
Bloodhawk,Shapeshifting
Bloodhawk,Regeneration
Bloodhawk,Natural Weapons
Bloodhawk,Radiation Immunity
Bloodhawk,Toxin and Disease Resistance
Bloodwraith,Energy Absorption
Bloodwraith,Weapons Master
Bloodwraith,Super Strength
Bloodwraith,Energy Blasts
Bloodwraith,Weapon-based Powers
Bloodwraith,Teleportation
Bloodwraith,Telekinesis
Bloodwraith,Magic
Bloodwraith,Invulnerability
Blue Beetle,Flight
Blue Beetle,Super Strength
Blue Beetle,Energy Blasts
Blue Beetle II,Intelligence
Blue Beetle III,Agility
Blue Beetle III,Accelerated Healing
Blue Beetle III,Cold Resistance
Blue Beetle III,Flight
Blue Beetle III,Super Strength
Blue Beetle III,Energy Blasts
Blue Beetle III,Force Fields
Blue Beetle III,Technopath/Cyberpath
Blue Beetle III,Power Suit
Blue Beetle III,Energy Manipulation
Blue Beetle III,Heat Resistance
Blue Beetle III,Symbiote Costume
Boba Fett,Agility
Boba Fett,Stealth
Boba Fett,Flight
Boba Fett,Marksmanship
Boba Fett,Weapons Master
Boba Fett,Intelligence
Boba Fett,Stamina
Boba Fett,Enhanced Hearing
Boba Fett,Enhanced Sight
Boba Fett,Power Suit
Boba Fett,Radar Sense
Bomb Queen,Accelerated Healing
Bomb Queen,Energy Blasts
Boom-Boom,Agility
Boom-Boom,Energy Absorption
Boom-Boom,Energy Blasts
Boom-Boom,Energy Beams
Boom-Boom,Psionic Powers
Boom-Boom,Energy Manipulation
Booster Gold,Agility
Booster Gold,Durability
Booster Gold,Flight
Booster Gold,Weapons Master
Booster Gold,Longevity
Booster Gold,Intelligence
Booster Gold,Super Strength
Booster Gold,Energy Blasts
Booster Gold,Enhanced Senses
Booster Gold,Invulnerability
Booster Gold,Force Fields
Booster Gold,Precognition
Booster Gold,Enhanced Hearing
Booster Gold,Power Suit
Booster Gold,Time Travel
Booster Gold,Time Manipulation
Booster Gold,Vision - Infrared
Booster Gold,Vision - X-Ray
Box IV,Telekinesis
Brainiac,Durability
Brainiac,Flight
Brainiac,Longevity
Brainiac,Intelligence
Brainiac,Super Strength
Brainiac,Telepathy
Brainiac,Super Speed
Brainiac,Telekinesis
Brainiac,Force Fields
Brainiac,Self-Sustenance
Brainiac,Omnilingualism
Brainiac 5,Intelligence
Brainiac 5,Energy Beams
Brainiac 5,Force Fields
Brother Voodoo,Magic
Brundlefly,Agility
Brundlefly,Stealth
Brundlefly,Super Strength
Brundlefly,Stamina
Brundlefly,Toxin and Disease Control
Brundlefly,Wallcrawling
Buffy,Agility
Buffy,Accelerated Healing
Buffy,Durability
Buffy,Stealth
Buffy,Danger Sense
Buffy,Super Strength
Buffy,Stamina
Buffy,Super Speed
Buffy,Enhanced Memory
Buffy,Reflexes
Buffy,Psionic Powers
Buffy,Vision - Telescopic
Bullseye,Durability
Bullseye,Marksmanship
Bullseye,Weapons Master
Bumblebee,Stealth
Bumblebee,Flight
Bumblebee,Intelligence
Bumblebee,Super Strength
Bumblebee,Energy Blasts
Bumblebee,Size Changing
Bumblebee,Stamina
Bumblebee,Electrokinesis
Bumblebee,Enhanced Sight
Bumblebee,Power Suit
Bumbleboy,Flight
Bumbleboy,Telepathy
Bushido,Agility
Bushido,Weapons Master
Cable,Agility
Cable,Accelerated Healing
Cable,Durability
Cable,Stealth
Cable,Flight
Cable,Marksmanship
Cable,Weapons Master
Cable,Intelligence
Cable,Super Strength
Cable,Telepathy
Cable,Energy Blasts
Cable,Stamina
Cable,Dexterity
Cable,Super Speed
Cable,Teleportation
Cable,Telekinesis
Cable,Astral Projection
Cable,Force Fields
Cable,Psionic Powers
Cable,Technopath/Cyberpath
Cable,Precognition
Cable,Mind Control
Cable,Molecular Manipulation
Cable,Mind Blast
Cable,Time Travel
Cable,Illusions
Cable,Cloaking
Cable,Telepathy Resistance
Cable,Mind Control Resistance
Cable,Vision - Thermal
Callisto,Agility
Callisto,Accelerated Healing
Callisto,Super Strength
Callisto,Enhanced Senses
Callisto,Reflexes
Callisto,Wallcrawling
Callisto,Vision - Night
Cameron Hicks,Marksmanship
Cameron Hicks,Hyperkinesis
Cameron Hicks,Spatial Awareness
Cannonball,Energy Absorption
Cannonball,Flight
Cannonball,Energy Armor
Cannonball,Super Speed
Cannonball,Immortality
Captain America,Agility
Captain America,Durability
Captain America,Stealth
Captain America,Marksmanship
Captain America,Weapons Master
Captain America,Longevity
Captain America,Stamina
Captain America,Weapon-based Powers
Captain America,Peak Human Condition
Captain America,Reflexes
Captain Atom,Agility
Captain Atom,Accelerated Healing
Captain Atom,Energy Absorption
Captain Atom,Flight
Captain Atom,Weapons Master
Captain Atom,Super Strength
Captain Atom,Energy Blasts
Captain Atom,Super Speed
Captain Atom,Enhanced Senses
Captain Atom,Immortality
Captain Atom,Phasing
Captain Atom,Invulnerability
Captain Atom,Force Fields
Captain Atom,Self-Sustenance
Captain Atom,Radiation Control
Captain Atom,Technopath/Cyberpath
Captain Atom,Natural Armor
Captain Atom,Enhanced Sight
Captain Atom,Molecular Manipulation
Captain Atom,Heat Generation
Captain Atom,Energy Manipulation
Captain Atom,Time Travel
Captain Atom,Radiation Immunity
Captain Atom,Energy Resistance
Captain Atom,Time Manipulation
Captain Atom,Invisibility
Captain Atom,Radiation Absorption
Captain Britain,Agility
Captain Britain,Durability
Captain Britain,Stealth
Captain Britain,Flight
Captain Britain,Super Strength
Captain Britain,Stamina
Captain Britain,Super Speed
Captain Britain,Enhanced Senses
Captain Britain,Reflexes
Captain Britain,Force Fields
Captain Cold,Cryokinesis
Captain Cold,Weapon-based Powers
Captain Epic,Super Strength
Captain Epic,Super Speed
Captain Epic,Jump
Captain Hindsight,Flight
Captain Hindsight,Super Speed
Captain Hindsight,Enhanced Senses
Captain Marvel,Agility
Captain Marvel,Accelerated Healing
Captain Marvel,Cold Resistance
Captain Marvel,Durability
Captain Marvel,Energy Absorption
Captain Marvel,Flight
Captain Marvel,Danger Sense
Captain Marvel,Marksmanship
Captain Marvel,Longevity
Captain Marvel,Intelligence
Captain Marvel,Super Strength
Captain Marvel,Energy Blasts
Captain Marvel,Stamina
Captain Marvel,Super Speed
Captain Marvel,Teleportation
Captain Marvel,Magic
Captain Marvel,Clairvoyance
Captain Marvel,Immortality
Captain Marvel,Enhanced Memory
Captain Marvel,Reflexes
Captain Marvel,Invulnerability
Captain Marvel,Energy Constructs
Captain Marvel,Self-Sustenance
Captain Marvel,Precognition
Captain Marvel,Enhanced Hearing
Captain Marvel,Hypnokinesis
Captain Marvel,Levitation
Captain Marvel,Energy Manipulation
Captain Marvel,Heat Resistance
